,job_title,frequency,job_category
239987,Mobiliser,1,Unclassified
239986,Cashier ,1,cashier
239985,Members specialist,1,Unclassified
239984,Sprayer,1,Unclassified
239983,Covid19 Cleaner,1,cleaner
239982,General worker,1,general worker
239981,Any job,1,Unclassified
239980,Jockey ,1,Unclassified
239979,Marketing Intern,1,intern
239978,Administration,1,admin assistant clerk
239977,Project Administrator ,1,admin assistant clerk
239992,Call Center agent ,1,call centre agent
239994,All rounder for sanding finishing and preparing packaging ,1,Unclassified
239939,Assistant Administrator ,1,admin assistant clerk
239995,Admin Clerk,1,admin assistant clerk
240010,Software Engineer Intern,1,intern
240009,General worker,1,general worker
240008,General assistant,1,education assistant
240007,Picker,1,picker packer
240006,Plumbing,1,maintenance
240005,Facilitator ,1,facilitator
240004,Sales Representative ,1,sales assistant
240003,Corporate Affairs Graduate Intern,1,intern
240002,Finance,1,finance
240001,Project coordinator ,1,Unclassified
240000,Security guard,1,security
239999,Picker or Palletiser ,1,picker packer
239998,Administration ,1,admin assistant clerk
239997,Call centre agent,1,call centre agent
239996,General School Assistant ,1,education assistant
239976,Receptionist,1,receptionist
239975,Mechanical Fitter Apprentice,1,maintenance
239974,Teachers assistant,1,tutor
239973,Bus driver,1,driver
239954,Merchandising,1,stockroom assistant
239953,Data capturer,1,data capturer
239952,Clerk & Call Center  Agent,1,admin assistant clerk
239951,Ambassador,1,brand promoter
239950,Apprentice,1,Unclassified
239949,Receptionist,1,receptionist
239948,Adult basic education and training,1,education assistant
239947,Operator,1,Unclassified
239946,dispatch,1,Unclassified
239945,Administration learnership ,1,admin assistant clerk
239944,Teacher assistant ,1,tutor
239943,Stock Controller,1,Unclassified
239942,Assistent teacher,1,tutor
239941,Cleaning and packing,1,cleaner
239940,Driver ,1,driver
239955,Marketing Assistant ,1,Unclassified
239956,Civil Engineering Technician,1,Unclassified
239957,Packer,1,picker packer
239966,Educators Assistant ,1,education assistant
239972,IT Technician and Computer Teacher Intern,1,intern
239971,Store assistant,1,sales assistant
239970,Field agent,1,Unclassified
239969,Debit collector ,1,Unclassified
239968,Youth brigade ,1,covid19 screener
239967,Educational assistent,1,education assistant
239965,Merchandise ,1,stockroom assistant
239958,Call center agent,1,call centre agent
239964,General Manager,1,manager
239963,Screener,1,covid19 screener
239962,Epwp ,1,Unclassified
239961,Centre Administrator,1,admin assistant clerk
239960,customer service representetive,1,call centre agent
239959,Language Tutor ,1,tutor
239558,Intern,1,intern
239556,Agent,1,Unclassified
240164,Receptionist ,1,receptionist
239156,TB data capturer ,1,data capturer
239154,Educational Assistant,1,education assistant
239153,Intern,1,intern
239152,IT assistant Trainee,1,Unclassified
239151,Barista ,1,food preparation
239150,Education assistant,1,education assistant
239149,Assistant teacher ,1,tutor
239148,Client Service Champion ,1,Unclassified
239147,Call centre agent,1,call centre agent
239146,Clerk ,1,admin assistant clerk
239145,Teacher's Assistant,1,tutor
239144,Debt collector,1,Unclassified
239143,Educators Assistant ,1,education assistant
239142,Security ,1,security
239141,Supervisor ,1,manager
239140,Terminal operator ,1,Unclassified
239155,Welder,1,maintenance
239157,Teacher,1,tutor
239138,Screener ,1,covid19 screener
239158,Help desk advisor,1,advisers/consultants
239173,Educators assistance ,1,education assistant
239172,Assistant teacher,1,tutor
239171,General School Assistant ,1,education assistant
239170,Product Specialist,1,Unclassified
239169,SECURITY ,1,security
239168,General worker/welders assistance,1,maintenance
239167,Caregiver EPWP,1,caregiver
239166,Merchandiser,1,stockroom assistant
239165,General worker,1,general worker
239164,Monitoring ,1,Unclassified
239163,Santam Lead Generator,1,Unclassified
239162,Monitor ,1,Unclassified
239161,Cleaner,1,cleaner
239160,Chains admin assistant ,1,admin assistant clerk
239159,Reach Truck Operator,1,Unclassified
239139,Admin ,1,admin assistant clerk
239137,Security oficee,1,security
239176,Forklift operator,1,Unclassified
239118,Call center agent ,1,call centre agent
239116,General worker,1,general worker
239115,Sales agent,1,sales assistant
239114,General School Assistant ,1,education assistant
239113,Care Giver,1,caregiver
239112,Cashier,1,cashier
239111,Cashier,1,cashier
239110,Information technology support technician ,1,Unclassified
239109,Driver ,1,driver
239108,Educator Assistant,1,education assistant
239107,Sale assistant,1,sales assistant
239106,General Assistant,1,education assistant
239105,Admin Clerk,1,admin assistant clerk
239104,Scanner ,1,Unclassified
239103,Family mentor ,1,advisers/consultants
239102,Hotel Receptionist ,1,receptionist
239117,Cashier,1,cashier
239119,General assistant and cashier ,1,cashier
239136,Casual,1,Unclassified
239120,CSB operator ,1,Unclassified
239135,Sewing Machinist,1,machine operator
239134,Educational assistance ,1,education assistant
239133,Part-time,1,Unclassified
239132,Office assistant ,1,Unclassified
239131,In service training,1,Unclassified
239130,Community health care work ,1,caregiver
239129,Education Assistants ,1,education assistant
239128,Cashier,1,cashier
239127,Temporary cleaner,1,cleaner
239126,Porter,1,Unclassified
239125,Service Desk Technician,1,Unclassified
239124,Cybersecurity intern,1,intern
239123,Steel,1,Unclassified
239122,Educational Assistant,1,education assistant
239121,general worker ,1,general worker
239175,Petrol attendant,1,petrol attendent
239177,supervisor ,1,manager
239555,Junior Data Analyst,1,Unclassified
239234,Sales consultant ,1,sales assistant
239232,Cashier ,1,cashier
239231,Picker,1,picker packer
239229,Packer,1,picker packer
239228,Call Centre Agent,1,call centre agent
239227,General worker,1,general worker
239226,Education assistant,1,education assistant
239225,Packer,1,picker packer
239224,Theewaterskloof municipality,1,Unclassified
239223,Educational assistant,1,education assistant
239222,Merchandise ,1,stockroom assistant
239221,assistance administration,1,admin assistant clerk
239220,Assistance technician ,1,Unclassified
239219,Educator assistance ,1,education assistant
239218,IT,1,Unclassified
239217,Teaching assistant ,1,tutor
239233,Sanitizing  warehouse,1,cleaner
239235,Waiter,1,waitron
239215,Shift Manager,1,manager
239236,Educators assistance ,1,education assistant
239251,Teacher,1,tutor
239250,School sapport team,1,Unclassified
239249,Fieldworker,1,Unclassified
239248,General School Assistant,1,education assistant
239247,Security officer ,1,security
239246,paving contact,1,call centre agent
239245,General Cleaner,1,cleaner
239244,Constration ,1,Unclassified
239243,Collector ,1,Unclassified
239242,Administrator ,1,admin assistant clerk
239241,Yes Program learnership ,1,learnership
239240,Sales rep,1,sales assistant
239239,Call Center Agent,1,call centre agent
239238,Electrical engineering internship ,1,intern
239237,Client Support Banker,1,Unclassified
239216,Education assignment,1,education assistant
239214,ADMIN ASSISSTANCE,1,admin assistant clerk
239178,SALES AGENT,1,sales assistant
239195,General work,1,general worker
239193,Risk Graduate intern and legal and compliance .I rotate,1,intern
239192,Yes4youth volunteer,1,Unclassified
239191,Commis chef,1,food preparation
239190,Financial advisor ,1,advisers/consultants
239189,Educators Assistant ,1,education assistant
239188,Office Support ,1,Unclassified
239187,Panel Saw Operator And Forklift operator ,1,Unclassified
239186,manager,1,manager
239185,Packer,1,picker packer
239184,Supermarket,1,Unclassified
239183,Promouter,1,Unclassified
239182,Cashier,1,cashier
239181,Maintenance ,1,maintenance
239180,General School assistant ,1,education assistant
239179,HTS Counsellor,1,Unclassified
239194,credit crotroller learner ,1,Unclassified
239196,In -store promoter,1,sales assistant
239213,Store Associated,1,sales assistant
239197,Financial management ,1,finance
239212,Administration clerk assistasnt,1,admin assistant clerk
239211,Sales consultant ,1,sales assistant
239210,Bookkeeper ,1,Unclassified
239209,Financial Clerk,1,admin assistant clerk
239208,Operator ,1,Unclassified
239207,Tymebank ambassador ,1,brand promoter
239206,School assistant,1,education assistant
239205,Teaching assistant,1,tutor
239204,Caregiver ,1,caregiver
239203,EPWP,1,Unclassified
239202,Call center agent ,1,call centre agent
239201,Human resource cleck,1,Unclassified
239200,Educator ,1,Unclassified
239199,Teaching assistant ,1,tutor
239198,Shop Assistant ,1,sales assistant
239101,financial Advisor,1,advisers/consultants
239100,Hair dressing ,1,Unclassified
239099,Reading champion,1,Unclassified
239005,Head Booker,1,Unclassified
239003,Sales Representative ,1,sales assistant
239002,Invigilator,1,Unclassified
239001,Junior Imports Controller ,1,Unclassified
239000,Driver ,1,driver
238999,School assistant,1,education assistant
238998,Sales assistant ,1,sales assistant
238997,Assistance chef,1,food preparation
238996,General worker,1,general worker
238995,BATATISE CONSULTING engineer ,1,advisers/consultants
238994,Betting clerk ,1,admin assistant clerk
238993,Teacher,1,tutor
238992,Jnr manager ,1,manager
238991,Teacher assistant ,1,tutor
238990,Security Admin office ,1,admin assistant clerk
238989,General worker,1,general worker
239004,Medical receptionist,1,receptionist
239006,Electrician,1,maintenance
238987,Executive Assistant,1,Unclassified
239007,Sale agent,1,sales assistant
239022,Accounts,1,Unclassified
239021,Clerk,1,admin assistant clerk
239020,HR internship ,1,intern
239019,Chef,1,food preparation
239018,Social Media Coordinator,1,Unclassified
239017,Garderner,1,Unclassified
239016,Supervisor ,1,manager
239015,External Invigilator,1,Unclassified
239014,Assistant teacher,1,tutor
239013,Teacher assistant ,1,tutor
239012,Education assistant ,1,education assistant
239011,Kitchen assistance ,1,food preparation
239010,Admin clerk ,1,admin assistant clerk
239009,Temporary Educational Assistance ,1,education assistant
239008,General assistant,1,education assistant
238988,Laboratory Assistant,1,Unclassified
238986,General worker ,1,general worker
239098,Legal Secretary ,1,receptionist
238967,Dr charl van war,1,Unclassified
238965,Sales executive,1,sales assistant
238964,admin clerk,1,admin assistant clerk
238963,Youth Care,1,Unclassified
238962,English language consultant ,1,advisers/consultants
238961,Hotel receptionist,1,receptionist
238960,Engineering buyer,1,Unclassified
238959,Security,1,security
238958,Cleaning,1,cleaner
238957,Junior Pre-Sales ,1,sales assistant
238956,Membership officer,1,Unclassified
238955,Clean road,1,cleaner
238954,Sales assistant,1,sales assistant
238953,Machine operator ,1,machine operator
238952,Store Associate,1,sales assistant
238951,General worker ,1,general worker
238966,Cashier ,1,cashier
238968,Operater,1,Unclassified
238985,Data Controller,1,Unclassified
238969,Hostess ,1,Unclassified
238984,Shelf percker,1,Unclassified
238983,Fire watch,1,Unclassified
238982,Ulpholstry,1,Unclassified
238981,"Elevators, lifts technician ",1,Unclassified
238980,Admin,1,admin assistant clerk
238979,Cleaning,1,cleaner
238978,Casual,1,Unclassified
238977, educators assistant,1,education assistant
238976,Educators Assistant,1,education assistant
238975,"Facilitator, Designer & Photographer ",1,designer
238974,Office assistant,1,Unclassified
238973,Educator Assistant ,1,education assistant
238972,Teacher assistant,1,tutor
238971,Driving general worker ,1,general worker
238970,Driver,1,driver
239023,Support Administration Staff,1,admin assistant clerk
239024,General assistant,1,education assistant
239025,Town Planner,1,Unclassified
239080,Outreach Facilitator ,1,facilitator
239078,Sreener,1,Unclassified
239077,Chashior,1,Unclassified
239076,Maintenance,1,maintenance
239075,Sales consultant ,1,sales assistant
239074,Cashier,1,cashier
239073,Hardware,1,Unclassified
239072,Cashier,1,cashier
239071,waiter,1,waitron
239070,admin clerk,1,admin assistant clerk
239069,waiter-bar man,1,waitron
239068,Cashier,1,cashier
239067,Accounts assistant ,1,Unclassified
239066,Warehouse assistant,1,cleaner
239065,customer consultant ,1,call centre agent
239064,Learnership ,1,learnership
239079,Safety Administrator ,1,admin assistant clerk
239081,General worker,1,general worker
239026,General worker,1,general worker
239082,General Worker ,1,general worker
239097,bookkeeper,1,Unclassified
239096,Chef or Cook anything job in the kitchen,1,food preparation
239095,School assistant,1,education assistant
239094,General Worker,1,general worker
239093,Customer service consultant,1,call centre agent
239092,Engineer In Training,1,Unclassified
239091,General worker,1,general worker
239090,Service desk consultant ,1,advisers/consultants
239089,Customer service agent,1,call centre agent
239088,I have experience at checkers at buchery as meat Techian,1,Unclassified
239087,Axillary nursing assistant,1,Unclassified
239086,Teaching,1,tutor
239085,Safety Representative,1,brand promoter
239084,Assistant manager ,1,manager
239083,Assistant  teacher,1,tutor
239063,Shift supervisor,1,manager
239062,General Assistant ,1,education assistant
239061,Customer Consultant,1,call centre agent
239060,General worker,1,general worker
239041,Intern,1,intern
239040,Relaxing fabric ,1,Unclassified
239039,Trolley porter,1,Unclassified
239038,Quality Assurance Trainee,1,Unclassified
239037,Care worker,1,caregiver
239036,General assistant ,1,education assistant
239035,ADMIN CLERK,1,admin assistant clerk
239034,Fibre optic,1,Unclassified
239033,Admin Assistant ,1,admin assistant clerk
239032,Digital Academic Literacy Tutor,1,tutor
239031,Manager ,1,manager
239030,Electrical maintenance ,1,maintenance
239029,Junior Business Analyst,1,Unclassified
239028,Customer service advisor,1,call centre agent
239027,Virtual Technical Associate ,1,Unclassified
239042,Cashier,1,cashier
239043, agent,1,Unclassified
239044,General assistant,1,education assistant
239053,Driver,1,driver
239059,Sales representative call centre agent,1,sales assistant
239058,Cleaner ,1,cleaner
239057,Administration Clerk,1,admin assistant clerk
239056,Security officer ,1,security
239055,Cooker&house keeping,1,cleaner
239054,Biokineticist ,1,Unclassified
239052,I'm a general assistant ,1,education assistant
239045,General worker,1,general worker
239051,Maths and Science Tutor,1,tutor
239050,Machine operator,1,machine operator
239049,Store Assistant,1,sales assistant
239048,Merchandiser,1,stockroom assistant
239047,Screener,1,covid19 screener
239046,Educator's Assistant,1,education assistant
239252,Administration Clerk ,1,admin assistant clerk
239253,Machindiser,1,machine operator
239254,Workshop,1,sales assistant
239461,Security ,1,security
239459,Education Assistance ,1,education assistant
239458,Assistant teacher ,1,tutor
239457,Retail associate,1,sales assistant
239456,financial advisor,1,advisers/consultants
239455,Cashier and fashion consultant,1,cashier
239454,General worker,1,general worker
239453,Counter hand,1,Unclassified
239452,Claims Handler ,1,Unclassified
239451,Merchandise,1,stockroom assistant
239450,Sales assistant ,1,sales assistant
239449,General worker,1,general worker
239448,Education Assistant,1,education assistant
239447,Admin Clerk & Cashier,1,cashier
239446,Clerk,1,admin assistant clerk
239445,Sales Agent,1,sales assistant
239460,SALES ASSOCIATE,1,sales assistant
239462,Intership,1,Unclassified
239443,cashier ,1,cashier
239463,Administration clerk ,1,admin assistant clerk
239478,Cashier,1,cashier
239477,Fixing roads,1,Unclassified
239476,Covid screener,1,covid19 screener
239475,Admin Intern,1,intern
239474,Housekeeper ,1,cleaner
239473,Cashier,1,cashier
239472,Partime,1,Unclassified
239471,Youth Worker ,1,Unclassified
239470,Sales Promoter,1,sales assistant
239469,SST,1,Unclassified
239468,Waitress,1,waitron
239467,Chemical operator learner,1,Unclassified
239466,General worker,1,general worker
239465,Assistant ,1,Unclassified
239464,Training officer,1,Unclassified
239444,security officer,1,security
239442,General worker,1,general worker
239405,Electrician,1,maintenance
239423,Local Economic Development,1,Unclassified
239421,Cleaner,1,cleaner
239420,general asistant,1,education assistant
239419,Store assistant,1,sales assistant
239418,assistant teacher,1,tutor
239417,Receptionist,1,receptionist
239416,Packer and machine operator,1,picker packer
239415,Administrative assistant ,1,admin assistant clerk
239414,Receptionist,1,receptionist
239413,Teacher assistant,1,tutor
239412,Education assistant ,1,education assistant
239411,Chef,1,food preparation
239410,Audio mixer,1,Unclassified
239409,Covid19 youth Brigades ,1,covid19 screener
239408,Apprenticeship ,1,Unclassified
239407,Education Assistant,1,education assistant
239422,Debt collector,1,Unclassified
239424,Sreener,1,Unclassified
239441,Sales person ,1,sales assistant
239425,Assistant Cashier ,1,cashier
239440,Sales consultants ,1,sales assistant
239439,Site and Office assistant,1,Unclassified
239438,Education assistant,1,education assistant
239437,Data Analyst,1,Unclassified
239436,Covid-19 Screener at School,1,covid19 screener
239435,Technician,1,Unclassified
239434,Health and safety support ,1,Unclassified
239433,Administrator,1,admin assistant clerk
239432,Student assistant ,1,Unclassified
239431,Sales consultant ,1,sales assistant
239430,Casual worker ,1,Unclassified
239429,Frontliner,1,Unclassified
239428,Educator Assistant ,1,education assistant
239427,Rifleman ,1,Unclassified
239426,Education Assistant,1,education assistant
239479,Service consultant,1,advisers/consultants
239480,Security Officer,1,security
239481,Community health worker,1,Unclassified
239536,General,1,Unclassified
239534,Admin Clerk ,1,admin assistant clerk
239533,Apprentice,1,Unclassified
239532,Cashier ,1,cashier
239531,Assistant,1,Unclassified
239530,General work,1,general worker
239529,Machine Setter - Operator,1,machine operator
239528,Administration,1,admin assistant clerk
239527,Assistant teacher ,1,tutor
239526,Education assistant,1,education assistant
239525,Junior Quanity Surveyor,1,Unclassified
239524,He based care worker ,1,caregiver
239523,Educational Assistant ,1,education assistant
239522,"Cashier,admin ",1,cashier
239521,Sales person,1,sales assistant
239520,Lac counsellor,1,Unclassified
239535,Agent,1,Unclassified
239537,FirstJob Graduate,1,Unclassified
239482,Assistance in teaching ,1,tutor
239538,Customer Care Agent,1,call centre agent
239554,Front ent controller ,1,Unclassified
239552,Supplemental Instruction leader,1,Unclassified
239551,Experimental training student,1,Unclassified
239550,safety officer,1,Unclassified
239549,Dispatch supervisor ,1,manager
239548,Covid Marshall ,1,covid19 screener
239547,Data Operator,1,Unclassified
239546,General assistant,1,education assistant
239545,Student teacher ,1,tutor
239544,Admin clerk ,1,admin assistant clerk
239543,Receiving Admin Clerk ,1,admin assistant clerk
239542,Learnership,1,learnership
239541,Education assistant,1,education assistant
239540,Call centre agent ,1,call centre agent
239539,Ewp solid waste,1,Unclassified
239519,Till packer,1,cashier
239518,Dining Hall Monitor,1,Unclassified
239517,Call centre agent ,1,call centre agent
239516,Education Assistant ,1,education assistant
239497,Internship ,1,intern
239496,Debt collector,1,Unclassified
239495,I'm a packer,1,picker packer
239494,Data Capture ,1,data capturer
239493,Education assistant ,1,education assistant
239492,General Work,1,general worker
239491,Support School Team,1,Unclassified
239490,Risse,1,Unclassified
239489,General School Assistance,1,education assistant
239488,Educational assistant,1,education assistant
239487,Personal assistant,1,Unclassified
239486,Learnership,1,learnership
239485,Sales Assistant,1,sales assistant
239484,Car wash,1,Unclassified
239483,Experiential Learner,1,Unclassified
239498,Supervisor,1,manager
239499,Security officer,1,security
239500,Teacher ,1,tutor
239509,Store Specialist,1,sales assistant
239515,Education Assistant,1,education assistant
239514,Presenter,1,Unclassified
239513,Project Administrator ,1,admin assistant clerk
239512,Ward hostess,1,Unclassified
239511,operator,1,Unclassified
239510,General worker,1,general worker
239508,financial advisor,1,advisers/consultants
239501,Teacher and learner Assistant,1,tutor
239507,Supervisor,1,manager
239506,ICT Coordinator,1,it technician
239505,Kitchen assistance,1,food preparation
239504,Domestic,1,cleaner
239503,Communication Consultant ,1,advisers/consultants
239502,Student,1,Unclassified
239406,Learnership,1,learnership
239404,warehouse manager,1,cleaner
239255,Teacher Assistant ,1,tutor
239310,Merchandise ,1,stockroom assistant
239308,Experiential student,1,Unclassified
239307,Administrator,1,admin assistant clerk
239306,Stylist,1,Unclassified
239305,Customer Service Agent ,1,call centre agent
239304,Security Officer,1,security
239303,Clerk,1,admin assistant clerk
239302,Call centre agent,1,call centre agent
239301,screener,1,covid19 screener
239300,Professional nurse,1,Unclassified
239299,Cashier,1,cashier
239298,Petrol service attendant,1,petrol attendent
239297,Freelancer ,1,Unclassified
239296,Dhop,1,Unclassified
239295,General assistant,1,education assistant
239294,Sales,1,sales assistant
239309,Mechanic,1,maintenance
239311,Teacher Assistant,1,tutor
239292,security ,1,security
239312,Admin Assistant Intern,1,intern
239327,office administrator,1,admin assistant clerk
239326,Tables dealee,1,Unclassified
239325,Apprenticeship,1,Unclassified
239324,Educational Assistance ,1,education assistant
239323,Cleaning,1,cleaner
239322,Blender,1,Unclassified
239321,Service area assistant,1,Unclassified
239320,Cashier ,1,cashier
239319,Learnership,1,learnership
239318,Maintenance Helper,1,cleaner
239317,Sales coordinator,1,sales assistant
239316,Proffessional Construction Manager,1,manager
239315,Process controller,1,stockroom assistant
239314,Datacapturer ,1,data capturer
239313,Material handle ,1,Unclassified
239293,Juice & waffle maker,1,Unclassified
239291,Software Developer intern ,1,intern
239403,HOËRSKOOL STEYNVILLE ,1,Unclassified
239272,Electrician,1,maintenance
239270,General worker,1,general worker
239269,Service Assistant,1,Unclassified
239268,Administration Specialist,1,admin assistant clerk
239267,Screener,1,covid19 screener
239266,Am a scanner controller,1,Unclassified
239265,Customer Service ,1,call centre agent
239264,Receiving clerk,1,admin assistant clerk
239263,Cleaning,1,cleaner
239262,Creditors Clerk ,1,admin assistant clerk
239261,Teaching,1,tutor
239260,Cashier ,1,cashier
239259,warehouse operative,1,cleaner
239258,Education assistant,1,education assistant
239257,Griller ,1,food preparation
239256,Driver,1,driver
239271,Credit Controller ,1,it technician
239273,Asset coordinator,1,Unclassified
239290,Picker,1,picker packer
239274,Accounts clerk,1,admin assistant clerk
239289,General worker,1,general worker
239288,Cleaner,1,cleaner
239287,School assistant ,1,education assistant
239286,Secretary,1,receptionist
239285,Cashier,1,cashier
239284,General work,1,general worker
239283,Sales agent  ,1,sales assistant
239282,General worker ,1,general worker
239281,Teacher assistant and life skills facilitator,1,tutor
239280,Sales Agent,1,sales assistant
239279,Client Service Champion ,1,Unclassified
239278,Health care assintant,1,Unclassified
239277,Forex representative ,1,brand promoter
239276,Consultant,1,advisers/consultants
239275,logistics clerk ,1,admin assistant clerk
239328,Intern software tester,1,intern
239329,Outbound Transport Router,1,fitness coach
239330,Data capturer,1,data capturer
239385,Facilitator,1,facilitator
239383,Guest Service Attendant ,1,Unclassified
239382,Teacher Assistant ,1,tutor
239381,Community health workers,1,Unclassified
239380,receiving assistance,1,stockroom assistant
239379,Teachers Assistant ,1,tutor
239378,Call Centre agent,1,call centre agent
239377,Sales Consultant ,1,sales assistant
239376,Quality Assurance Specialist ,1,Unclassified
239375,Education Assistant ,1,education assistant
239374,SHEQ Manager ,1,manager
239373,General work,1,general worker
239372,Sales associate,1,sales assistant
239371,Educator Assistant ,1,education assistant
239370,Trainee,1,Unclassified
239369,Screener & General Assistant,1,covid19 screener
239384,Restaurant manager ,1,manager
239386,Housing intern,1,intern
239331,Educator Assistant ,1,education assistant
239387,Retails ,1,sales assistant
239402,Operator,1,Unclassified
239401,Manufacturing ,1,Unclassified
239400,Learner,1,Unclassified
239399,Customer relations ,1,call centre agent
239398,Data Capturer,1,data capturer
239397,Teacher's assistant,1,tutor
239396,Caregiver,1,caregiver
239395,Research Assistant,1,research fieldworker
239394,Administration clerk,1,admin assistant clerk
239393,Guest house,1,cleaner
239392,Freelance Graphic Designer ,1,designer
239391,Cleaning,1,cleaner
239390,Student,1,Unclassified
239389,Cleaning,1,cleaner
239388,Cashier,1,cashier
239368,Junior draughtsman,1,Unclassified
239367,Tutor,1,tutor
239366,Truck assistant an Store assistant,1,sales assistant
239365,General worker,1,general worker
239346,Class assistant ,1,Unclassified
239345,Merchandiser ,1,stockroom assistant
239344,Apprentice ,1,Unclassified
239343,Intern crime analyst ,1,intern
239342,Security,1,security
239341,Collection agent,1,Unclassified
239340,Screener ,1,covid19 screener
239339,Intern Social Work,1,intern
239338,Driver,1,driver
239337,Agent ,1,Unclassified
239336,Basic Fire Fighter ,1,Unclassified
239335,Screener,1,covid19 screener
239334,waitress,1,waitron
239333,Part-time lecturer,1,Unclassified
239332,Call centre agent,1,call centre agent
239347,Frontline Customer Representative,1,call centre agent
239348,Returns clerk,1,admin assistant clerk
239349,Ambassador ,1,brand promoter
239358,Cleaning ,1,cleaner
239364,Creitors Clerk,1,admin assistant clerk
239363,Unemployment ,1,Unclassified
239362,Merchandiser ,1,stockroom assistant
239361,Ratail,1,Unclassified
239360,Replenisher ,1,Unclassified
239359,Quality Trainee,1,Unclassified
239357,Education Assistant ,1,education assistant
239350,Mse,1,Unclassified
239356,Teacher's assistant,1,tutor
239355,General assistant ,1,education assistant
239354,Student teacher,1,tutor
239353,Junior manager,1,manager
239352,Bar tender,1,Unclassified
239351,Hot foods specialist ,1,food preparation
240163,Trainer,1,Unclassified
240165,Education Assistant,1,education assistant
238949,Cashier ,1,cashier
269538,Sales Agent ,1,sales assistant
269535,Education Assistant,1,education assistant
269534,Im digging hole for telkom pole we are putting fibre cable,1,Unclassified
269533,Administration ,1,admin assistant clerk
269532,UK debt collector ,1,Unclassified
269531,Education Assistant ,1,education assistant
269530,Customer service ,1,call centre agent
269529,Admin Clerk ,1,admin assistant clerk
269528,Cashier,1,cashier
269527,Educator assistant,1,education assistant
269526,Pastry Chef (Part Time),1,food preparation
269525,Junior Quantity Surveyor,1,Unclassified
269524,Teacher ,1,tutor
269523,General worker ,1,general worker
269522,Call centre agent,1,call centre agent
269521,Control room Operator ,1,Unclassified
269537,Warehouse Assistant ,1,cleaner
269539,Carer,1,Unclassified
269519,Call center,1,call centre agent
269540,Port worker,1,Unclassified
269556,Learner,1,Unclassified
269555,Cashier ,1,cashier
269554,Education assistant ,1,education assistant
269553,Teacher Assistant ,1,tutor
269552,Police Officer ,1,Unclassified
269551,Logistics Manager,1,manager
269550,Quality control assistant,1,stockroom assistant
269548,Education Assistant,1,education assistant
269547,Teacher's assistant ,1,tutor
269546,General work,1,general worker
269545,Cantact centre,1,Unclassified
269544,General worker ,1,general worker
269543,Adter school teacher,1,tutor
269542,International Au pair ,1,intern
269541,Shop Assistant/ Cashier. ,1,cashier
269520,Screener,1,covid19 screener
269518,Desktop Support Technician,1,it technician
269558,Administrator,1,admin assistant clerk
269499,Inservice Training,1,Unclassified
269497,Customer service consultant ,1,call centre agent
269496,Local representative,1,brand promoter
269494,Security Administration,1,admin assistant clerk
269493,Office administrator,1,admin assistant clerk
269492,Teacher's assistant ,1,tutor
269491,Education Assistant ,1,education assistant
269490,Plumbing,1,maintenance
269489,Risk supervisor,1,manager
269488,Intern,1,intern
269487,Carwash Attendant,1,Unclassified
269486,Educator,1,Unclassified
269485,Call center agent,1,call centre agent
269484,Tourism Teacher ,1,hospitality
269483,Receiving Supply Group Clerk,1,admin assistant clerk
269482,Intern ,1,intern
269498,General worker ,1,general worker
269500,Intern ,1,intern
269517,Screener,1,covid19 screener
269501,admin ,1,admin assistant clerk
269516,Call centre agent ,1,call centre agent
269515,Field officer,1,Unclassified
269514,Brigade screener ,1,covid19 screener
269513,Cashier ,1,cashier
269512,Teacher's assistance ,1,tutor
269511,Educational assistant (ICT) ,1,it technician
269510,General worker,1,general worker
269509,Receiving clerk,1,admin assistant clerk
269508,Administrator,1,admin assistant clerk
269507,Student surface assistant ,1,Unclassified
269506,Educational assistant,1,education assistant
269505,Sales agent,1,sales assistant
269504,Bus conductor,1,bus conductor
269503,General worker,1,general worker
269502,Educational Assistant ,1,education assistant
269557,Machine operator ,1,machine operator
269559,Teacher Assistant,1,tutor
269325,Internal sales person ,1,intern
269615,Education Assistant,1,education assistant
269613,Driver,1,driver
269612,Teachers assistance,1,tutor
269611,General assistance/teachers assistance ,1,tutor
269610,Petrol attendant ,1,petrol attendent
269609,Care worker,1,caregiver
269608,Data Administrator,1,admin assistant clerk
269607,Education assistant,1,education assistant
269606,HR experiential training ,1,Unclassified
269605,Admin assistant ,1,admin assistant clerk
269604,Bus Conductor ,1,bus conductor
269603,Security officer ,1,security
269602,Handyman ,1,maintenance
269601,Football coordinator,1,Unclassified
269600,Teacher Assistant,1,tutor
269599,Plant operator ,1,Unclassified
269614,Education assistant ,1,education assistant
269616,General worker,1,general worker
269597,Education Assistant ,1,education assistant
269617,Merchandiser ,1,stockroom assistant
269632,Education Assistant ,1,education assistant
269631,GENERAL ASSISTANT CLEANING ,1,cleaner
269630,Security guard and patrol,1,security
269629,Ngo's,1,Unclassified
269628,Laboratory Assistant ,1,Unclassified
269627,Deli ,1,food preparation
269626,Educational Assistant,1,education assistant
269625,Intern,1,intern
269624,FSTM,1,Unclassified
269623,Cooking ,1,food preparation
269622,Customer service team member,1,call centre agent
269621,Packer,1,picker packer
269620,Sales Agent ,1,sales assistant
269619,Teacher assistant ,1,tutor
269618,Assistant Teacher ,1,tutor
269598,Cleaner ,1,cleaner
269596,Facilitator ,1,facilitator
269560,General Assistant ,1,education assistant
269577,Sales assistant ,1,sales assistant
269575,Assistance Educator,1,Unclassified
269574,Customer Service Administrator ,1,admin assistant clerk
269573,IT Learnership ,1,learnership
